id,answer,property_value,bleurt_score
Q235219,sitge film festival best actres award,sitge film festival best actres award,1.0458264350891113
Q5343766,"march 31, 2001",2001-03-31,0.7997147440910339
Q234651,hinsdale,hinsdale,0.9317130446434021
Q271926,australia,australia,0.7713078856468201
Q5105841,"november 10, 1986",1986-11-10,0.8163769841194153
Q5592804,elwood,elwood,0.9802581667900085
Q50931120,television actor,actor,0.2646454870700836
Q52160410,united kingdom,united kingdom,0.9348112344741821
Q6288990,holland,holland,0.738334596157074
Q585953,felix maurice locher,felix maurice locher,1.0190773010253906
Q728617,film producer,film producer,0.9118699431419373
Q1287512,hendry,hendry,0.9356902241706848
Q3545522,actor and singer-songwriter,television actor,0.2700081765651703
Q22969241,germany,germany,0.7367776036262512
Q2348600,united state,united state,0.9919833540916443
Q3510133,actor,film actor,0.13960686326026917
Q5085841,willesden,willesden,0.9846603870391846
Q16626260,"july 1, 2002",2002-07-01,0.79924476146698
Q6858465,stage actor,actor,0.1815577745437622
Q12709438,"actor, singer, presenter",actor,0.43000441789627075
Q6388235,actor,actor,0.5767977237701416
Q463275,pneumonia,pneumonia,0.9233587384223938
Q1738579,film,film,0.6019715070724487
Q549981,pus n boot,pus n boot,1.0423309803009033
Q7608782,united state,united state,0.9919833540916443
Q2669417,pornographic actor,actor,0.19546827673912048
Q21155090,pace university,pace university,0.9338788390159607
Q5237811,united kingdom,united kingdom,0.9348112344741821
Q3702841,"april 26, 1980",1980-04-26,0.7968475222587585
Q6409182,united state,united state,0.9919833540916443
Q3133386,actres,film actor,0.08464165776968002
Q1175658,united kingdom,united kingdom,0.9348112344741821
Q5902748,"september 23, 1975",1975-09-23,0.8260617852210999
Q6708999,musician,singer,0.1432364583015442
Q503027,snyder high school,snyder high school,0.9742680191993713
Q12228551,islam,islam,0.8064001202583313
Q6836971,film actor,actor,0.24699276685714722
Q567916,burn,burn,0.7481505274772644
Q266901,actres,voice actor,0.04252912104129791
Q3295634,shakar,shakar,0.9632046818733215
Q2942050,actres and director,film screenwriter,0.09373371303081512
Q8160,voice,voice,0.4867112636566162
Q3185566,"march 27, 2014",2014-03-27,0.9115198254585266
Q722890,downing college,downing college,1.00441575050354
Q229112,actres,actor,0.15664337575435638
Q12060864,brown,brown,0.8182452321052551
Q977095,united state,united state,0.9919833540916443
Q3053163,saint paul,saint paul,0.9516000747680664
Q5723837,brompton cemetery,brompton cemetery,0.997656524181366
Q449531,actor,actor,0.5767977237701416
Q607678,television actor,television actor,0.8891075253486633
Q102124,sylvester weaver,sylvester weaver,0.9417434334754944
Q509192,singer,singer,0.7661882042884827
Q7815955,creative and professional writing,creative and professional writing,0.9335264563560486
Q5106502,apple valley,apple valley,0.9142853617668152
Q3369116,natural cause,natural cause,0.9231284260749817
Q7422369,"strictly come Dancing, series 22","strictly come Dancing, series 22",0.9922727942466736
Q38240542,"march 12, 1986",1986-03-12,0.8139275908470154
Q647436,television actor,actor,0.2646454870700836
Q7160687,hatfield,hatfield,0.8599092364311218
Q5298687,"november 14, 1908",1908-11-14,0.7662360072135925
Q1961421,actor,actor,0.5767977237701416
Q15712133,united state,united state,0.9919833540916443
Q4867226,"november 28, 2020",2020-11-28,0.7742868065834045
Q263720,actres and model,television actor,0.08408190310001373
Q16759,briana cuoco,briana cuoco,0.9945051074028015
Q7648393,"january 27, 1951",1951-01-27,0.7226722836494446
Q3434448,singer,singer,0.7661882042884827
Q272195,lo angele,lo angele,1.0596922636032104
Q6388216,actor,actor,0.5767977237701416
Q19845,horner,horner,0.9121869206428528
Q5052692,actor,actor,0.5767977237701416
Q5048599,"june 25, 1916",1916-06-25,0.719801127910614
Q1373859,"october 20, 1934",1934-10-20,0.7045444250106812
Q5977569,actres,actor,0.15664337575435638
Q5571397,singer,singer,0.7661882042884827
Q7405120,san mateo county,san mateo county,0.965238630771637
Q461238,"may 28, 1979",1979-05-28,0.8059656620025635
Q3607216,brooklyn,brooklyn,0.9519419074058533
Q7647560,united kingdom,united kingdom,0.9348112344741821
Q7280899,a period of homelessnes that profoundly impacted hi journey in the entertainment industry,homelessnes,0.24182289838790894
Q4805378,orange county,orange county,0.9085533618927002
Q3765222,italy,italy,0.8810752034187317
Q4762539,clovi,clovi,0.9955436587333679
Q5525629,morton,morton,0.9805043339729309
Q303720,film actor,film actor,0.8629913330078125
Q5200094,actres,television actor,0.12972226738929749
Q2057198,television actor,television actor,0.8891075253486633
Q72984,harry crosby,harry crosby,1.001451849937439
Q23305512,actor,actor,0.5767977237701416
Q470848,lo angele high school,lo angele high school,1.0540540218353271
Q432979,wilson,wilson,0.8748894333839417
Q33528826,englewood,englewood,1.0063601732254028
Q17560920,stage actor,stage actor,0.8314184546470642
Q5512503,philippine,united state,0.052445173263549805
Q296609,youtuber,youtuber,0.7961812019348145
Q11329088,television presenter,television presenter,0.943567156791687
Q27957177,clark,clark,0.9168830513954163
Q3023995,"april 16, 1936",1936-04-16,0.7544527053833008
Q3357030,united state,united state,0.9919833540916443
Q228789,shelley college,shelley college,0.9266693592071533
Q4413503,film actor,actor,0.24699276685714722
Q54855903,bellingham,bellingham,0.9368378520011902
Q3041931,television actor,actor,0.2646454870700836
Q5485862,"june 13, 1957",1957-06-13,0.7034436464309692
Q6187926,actres,television actor,0.12972226738929749
Q1328845,brown university,brown university,0.9569975733757019
Q3053022,film screenwriter,screenwriter,0.5460200309753418
Q13560432,actres,television actor,0.12972226738929749
Q28703138,pari,pari,0.6237179040908813
Q2960130,screenwriter,screenwriter,0.8943785429000854
Q15117279,"april 4, 1985",1985-04-04,0.77711421251297
Q1408365,"april 29, 1987",1987-04-29,0.7970357537269592
Q2982536,chevalier de art et de lettre,chevalier de art et de lettre,0.9394203424453735
Q3777153,adler,adler,0.9469700455665588
Q16104648,united kingdom,united kingdom,0.9348112344741821
Q22695812,actor,actor,0.5767977237701416
Q519555,vlaho,vlaho,0.9270920157432556
Q6438210,"november 1, 1986",1986-11-01,0.7785175442695618
Q1069901,sweden,sweden,0.9159590005874634
Q27796903,"actor, rapper, comedian, media personality",actor,0.34853798151016235
Q4119911,voice actor,actor,0.1728450059890747
Q47100,ice bucket challenge,ice bucket challenge,0.9448478817939758
Q5262275,united state,united state,0.9919833540916443
Q24284407,brooke,brooke,0.9653260707855225
Q4025858,television actor,television actor,0.8891075253486633
Q115250,actres,film actor,0.08464165776968002
Q500516,virginia mayo,virginia mayo,0.9447243809700012
Q13814896,"july 24, 1892",1892-07-24,0.7969732880592346
Q452101,"december 30, 1981",1981-12-30,0.77140873670578
Q221482,men's 110 metre hurdle at the 1912 summer olympic,athletic at the 1912 summer olympic – men's 110 metre hurdle,0.7001911997795105
Q2113276,yonker,yonker,1.0683420896530151
Q7149763,manhattan,manhattan,1.0094895362854004
Q12299604,"july 12, 1985",1985-07-12,0.8104838132858276
Q234086,santa monica,santa monica,1.010830044746399
Q107730,character actor,character actor,0.8355022072792053
Q290962,"william Wellman, Jr.","william Wellman, Jr.",1.0429246425628662
Q7408695,united state,united state,0.9919833540916443
Q16239067,japan,japan,0.7300155758857727
Q3103768,mackenzie,mackenzie,0.9641302227973938
Q3176005,natural cause,natural cause,0.9231284260749817
Q242623,arcadia,arcadia,0.9795634150505066
Q21573834,melbourne,melbourne,0.906813383102417
Q2340711,"natural causes, specifically a myocardial infarction",natural cause,0.3236088752746582
Q3056461,toronto,toronto,0.9552290439605713
Q3302889,film actor,film actor,0.8629913330078125
Q1254869,actor,television actor,0.1935839205980301
Q3148397,actor,actor,0.5767977237701416
Q11903371,christensen,christensen,0.9463402032852173
Q22680447,united state,united state,0.9919833540916443
Q13560599,kailua,kailua,0.9842989444732666
Q3294139,west florence high school,west florence high school,0.9918752908706665
Q16745401,jame frain,jame frain,1.0335456132888794
Q232754,vodianovum,vodyanov,0.7332931160926819
Q15222780,lynn louisa woodruff,lynn louisa woodruff,0.9755802154541016
Q3156047,film actor,film actor,0.8629913330078125
Q2342145,actres,television actor,0.12972226738929749
Q30323696,"january 20, 2002",2002-01-20,0.7258594632148743
Q6222837,little rock,little rock,0.9477360844612122
Q1699539,chicago,chicago,0.8835649490356445
Q4703924,"actor, guitarist, novelist",actor,0.2713584899902344
Q5623850,holland park school,holland park school,0.9104335308074951
Q5344093,writer and actor,novelist,0.29811185598373413
Q1699440,film actor,film actor,0.8629913330078125
Q1649517,united state,united state,0.9919833540916443
Q2283974,singer,singer,0.7661882042884827
Q8033179,lo angele,lo angele,1.0596922636032104
Q3900887,haye,haye,0.9710986018180847
Q336555,united state,united state,0.9919833540916443
Q21067325,"december 25, 1952",1952-12-25,0.7785468697547913
Q4717390,television presenter,actor,0.06096922606229782
Q6755482,"april 29, 1958",1958-04-29,0.7632543444633484
Q5528897,actres,actor,0.15664337575435638
Q272878,television actor,television actor,0.8891075253486633
Q363518,"film actor, stage actor, and television actor",actor,0.394065260887146
Q5990829,actor,actor,0.5767977237701416
Q463902,"model, actress, musician",model,0.3737783432006836
Q21529404,lo angele,lo angele,1.0596922636032104
Q186384,television actor,television actor,0.8891075253486633
Q461324,film actor,film actor,0.8629913330078125
Q23957,västerbotten county,västerbotten county,1.024680256843567
Q4799056,"march 12, 1907",1907-03-12,0.8170729279518127
Q7324830,"january 20, 1930",1930-01-20,0.7891176342964172
Q261056,"film actor, model, athletic competitor",film actor,0.3397263288497925
Q3426753,actor,actor,0.5767977237701416
Q5077225,"june 22, 1910",1910-06-22,0.7450971603393555
Q3635221,university of southern california,university of southern california,0.9523290991783142
Q6765102,television actor,television actor,0.8891075253486633
Q2866550,united state,united state,0.9919833540916443
Q6768281,television actor,television actor,0.8891075253486633
Q3059562,natural cause,natural cause,0.9231284260749817
Q1189585,actor,dub actor,0.21184685826301575
Q1374481,american jew,american jew,1.032333254814148
Q271763,actres,television actor,0.12972226738929749
Q3370745,united kingdom,united kingdom,0.9348112344741821
Q60696341,matanza province,matanza province,0.9942256808280945
Q1007692,"actor, comedian, musician, and film director",actor,0.3758961260318756
Q6055921,pompeu fabra university,pompeu fabra university,0.9688432812690735
Q1159118,mazer,mazer,0.9039381742477417
Q7294444,voice actor,voice actor,0.8491813540458679
Q28693823,television actor,television actor,0.8891075253486633
Q205794,actres and singer,voice actor,0.2009200155735016
Q6186233,toronto,toronto,0.9552290439605713
Q169946,actres and film producer,screenwriter,0.2153356671333313
Q241160,actres,film actor,0.08464165776968002
Q5080023,united kingdom,united kingdom,0.9348112344741821
Q22575692,"july 4, 2005",2005-07-04,0.7622993588447571
Q215300,"singer-songwriter, actress, model",model,0.31176137924194336
Q13560335,boston,boston,0.8581417202949524
Q1058672,northeastern state university,northeastern state university,0.9753411412239075
Q2432123,united state,united state,0.9919833540916443
Q3519015,miami coral park high school,miami coral park high school,0.9468241333961487
Q84053,actor and singer,voice actor,0.23906514048576355
Q20973992,television actor,television actor,0.8891075253486633
Q7341982,television actor,actor,0.2646454870700836
Q4912238,lawyer,lawyer,0.6745656132698059
Q235572,"may 19, 1967",1967-05-19,0.8292407393455505
Q2514417,actres,film actor,0.08464165776968002
Q3605630,"november 16, 1942",1942-11-16,0.752594530582428
Q2147834,united state,united state,0.9919833540916443
Q3806768,wlcek,wlcek,0.954326868057251
Q7701975,united kingdom of great britain and ireland,united kingdom of great britain and ireland,0.997732937335968
Q3189152,"dancer, actor, choreographer",dancer,0.38911837339401245
Q6143382,actor,actor,0.5767977237701416
Q298672,united state,united state,0.9919833540916443
Q5235502,television actor,television actor,0.8891075253486633
Q445452,william,william,0.7644957304000854
Q27733146,govan,govan,0.9635047316551208
Q11770308,nelson,nelson,0.9568668007850647
Q18043795,nigeria,nigeria,0.7700566053390503
Q7172561,homicide,homicide,0.8693236708641052
Q6370377,pittsburgh,pittsburgh,0.9497086405754089
Q17166316,actor,actor,0.5767977237701416
Q1922184,"september 6, 1992",1992-09-06,0.824090838432312
Q7926462,united state,united state,0.9919833540916443
Q7804064,television actor,television actor,0.8891075253486633
Q7937334,"december 4, 1963",1963-12-04,0.7515326142311096
Q4717190,animator and voice actor,dubbing,0.11110071837902069
Q6416091,united state,united state,0.9919833540916443
Q60774837,"april 20, 1973",1973-04-20,0.7902994751930237
Q454364,jim bakker,jim bakker,0.9824817776679993
Q3295671,actor,television actor,0.1935839205980301
Q861955,rocky mountain college,rocky mountain college,0.9089374542236328
Q1628080,"august 8, 1971",1971-08-08,0.8658561110496521
Q365550,actor and trade unionist,politician,0.021167442202568054
Q259679,united kingdom,united kingdom,0.9348112344741821
Q4956752,kirsten storm,kirsten storm,0.9701129794120789
Q18804,black,black,0.7610798478126526
Q233845,actres,film actor,0.08464165776968002
Q855335,meshach taylor,meshach taylor,1.007004737854004
Q120722,"film actor, stage actor, television actor, voice actor",film actor,0.5029128193855286
Q525572,"february 26, 1973",1973-02-26,0.7536714673042297
Q47474394,,meadow sisto,-0.004044100642204285
Q15027454,"october 12, 1995",1995-10-12,0.7553743720054626
